name,review_count,rating,price,category,city,state,zip_code,delivery,pickup,restaurant reservation,vagen_options,street parking,wheelchair accessible,free wi-fi,accepts credit card,accepts apple pay,accepts android pay,outdoor seating,casual dress,good for kids,bike parking,tv,waiter service,full bar,dogs allowed
Blue Hill,1002,4.5,4,newamerican,New York,NY,10011,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0
Verlaine,1437,4,2,tapasmallplates,New York,NY,10002,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0
Cocoron,1001,4,2,japanese,New York,NY,10012,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Levain Bakery,607,4.5,2,bakeries,New York,NY,10024,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
Johny's Luncheonette,995,4.5,1,breakfast_brunch,New York,NY,10001,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
Aunt Jake's,1524,4,2,italian,New York,NY,10013,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
Go Go Curry Times Square,1460,4,2,japacurry,New York,NY,10018,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Tasty Hand-Pulled Noodles,1636,4,1,chinese,New York,NY,10013,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
Adrienne's Pizzabar,1684,4,2,pizza,New York,NY,10004,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
Abraço,854,4.5,2,coffeeroasteries,New York,NY,10003,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
Becco,2852,3.5,3,italian,New York,NY,10036,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
Kura,486,4.5,4,japanese,New York,NY,10009,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1
Levain Bakery,757,4.5,2,bakeries,New York,NY,10026,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
Minca,1673,4,2,ramen,New York,NY,10009,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0
Locanda Verde,1659,4,3,italian,New York,NY,10013,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
Little Collins,831,4.5,2,coffee,New York,NY,10017,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Lure Fishbar,1683,4,3,seafood,New York,NY,10012,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0
Benjamin Steakhouse,1214,4,4,steak,New York,NY,10017,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
Petee's Pie Company,811,4.5,1,bakeries,New York,NY,10002,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Ai Fiori,1272,4,4,italian,New York,NY,10018,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
Cafeteria,3366,3.5,2,newamerican,New York,NY,10011,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0
Mamoun's Falafel - East Village Manhattan,1203,4,1,mideastern,New York,NY,10003,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
Van Leeuwen Ice Cream,972,4,2,desserts,New York,NY,10003,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Please Don't Tell,1790,4,3,lounges,New York,NY,10009,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
Bua Thai Ramen & Robata Grill,946,4.5,2,thai,New York,NY,10028,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
BoCaphe,1572,4,2,vietnamese,New York,NY,10012,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
Beyond Sushi,697,4.5,2,vegan,New York,NY,10019,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
Joe's Pizza,1189,4,1,pizza,New York,NY,10018,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Malatesta Trattoria,1256,4,2,italian,New York,NY,10014,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
Zest Sushi,856,4,2,sushi,New York,NY,10002,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0
Luke's Lobster Upper East Side,1178,4,2,seafood,New York,NY,10028,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Union Square Cafe,1234,4,3,newamerican,New York,NY,10003,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
Raku,467,4.5,2,japanese,New York,NY,10012,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0
HanGawi,1189,4,3,vegetarian,New York,NY,10016,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
Bobwhite Counter,819,4.5,2,southern,New York,NY,10009,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
Patzeria Perfect Pizza,1615,4,1,pizza,New York,NY,10036,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
Gallaghers Steakhouse,1236,4,3,steak,New York,NY,10019,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0
La Parisienne,552,4.5,2,cafes,New York,NY,10038,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
Harney & Sons SoHo,740,4.5,2,coffee,New York,NY,10013,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
The Drunken Munkey - UES,1076,4.5,2,indpak,New York,NY,10128,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
Supermoon Bakehouse,770,4,2,bakeries,New York,NY,10002,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0
Il Corallo Trattoria,993,4,2,italian,New York,NY,10012,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
Despaña Fine Foods & Tapas Cafe,575,4.5,2,gourmet,New York,NY,10013,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
Takahachi Bakery,934,4,2,bakeries,New York,NY,10007,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
Chobani SoHo,661,4.5,1,coffee,New York,NY,10012,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
Employees Only,1452,4,3,newamerican,New York,NY,10014,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
Supreme Restaurant,2164,3.5,1,shanghainese,New York,NY,10013,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
Churrascaria Plataforma,1374,4,4,brazilian,New York,NY,10019,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0
Parker & Quinn,1351,4,2,newamerican,New York,NY,10018,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
Dim Sum Palace,1301,4,2,dimsum,New York,NY,10036,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0
PMF Pardon My French,1005,4,2,french,New York,NY,10009,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
MUD,1194,4,2,coffee,New York,NY,10003,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
The Grey Dog,1135,4,2,coffee,New York,NY,10011,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0
nonono,821,4,2,tapasmallplates,New York,NY,10016,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
Maison Pickle,1120,4,2,cocktailbars,New York,NY,10024,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0
Stuffed Ice Cream,704,4.5,1,icecream,New York,NY,10003,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Hold Fast Kitchen and Spirits,391,5,2,newamerican,New York,NY,10036,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
Boqueria Flatiron,1275,4,3,spanish,New York,NY,10011,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0
Taco Mahal,622,4.5,2,indpak,New York,NY,10014,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
The Smith,2001,3.5,2,newamerican,New York,NY,10003,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
Carroll Place,1130,4,2,italian,New York,NY,10012,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
Blue Ribbon Sushi,1111,4,2,sushi,New York,NY,10012,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0
Song E Napule,525,4.5,2,pizza,New York,NY,10012,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1
Café China,1676,4,2,szechuan,New York,NY,10016,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0
Osteria Morini,1185,4,3,italian,New York,NY,10012,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0
Amorino Gelato,917,4,2,gelato,New York,NY,10003,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
Boqueria Soho,1057,4,2,spanish,New York,NY,10012,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0
Taboonette,876,4.5,2,mediterranean,New York,NY,10003,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
Luzzos La Pizza Napoletana,1051,4,2,italian,New York,NY,10003,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
Joey Bats Café,306,5,1,desserts,New York,NY,10002,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
Sons of Thunder,772,4.5,2,hawaiian,New York,NY,10016,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Cote,1007,4,3,korean,New York,NY,10010,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
Coppelia,1367,4,2,cuban,New York,NY,10011,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
The Flatiron Room,806,4.5,3,lounges,New York,NY,10010,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
Craft,1020,4,4,newamerican,New York,NY,10003,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
Culture Espresso,949,4,2,coffee,New York,NY,10018,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
Calle Dao - Chelsea,709,4.5,2,cuban,New York,NY,10011,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
Eclair Bakery,622,4.5,2,bakeries,New York,NY,10022,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
Tanoshi Sushi Sake Bar,677,4.5,4,sushi,New York,NY,10021,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Death & Co,1521,4,3,lounges,New York,NY,10009,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
Tompkins Square Bagels - Avenue A,1163,4,1,bagels,New York,NY,10009,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
Five Senses,1476,4,2,korean,New York,NY,10001,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
Pearl Oyster Bar,827,4,3,seafood,New York,NY,10014,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0
Beard Papa's,822,4.5,1,bakeries,New York,NY,10024,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
Vezzo,1306,4,2,pizza,New York,NY,10016,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
Housing Works Bookstore,578,4.5,1,bookstores,New York,NY,10012,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
My Pie Pizzeria Romana,777,4.5,1,italian,New York,NY,10022,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0
Fogo de Chao Brazilian Steakhouse,1282,4,3,brazilian,New York,NY,10019,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
Liberty Bagels Midtown,594,4.5,1,breakfast_brunch,New York,NY,10001,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
Don Antonio,1443,4,2,pizza,New York,NY,10019,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0
Aux Merveilleux De Fred,374,4.5,1,desserts,New York,NY,10014,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Wild Son,520,4.5,2,newamerican,New York,NY,10009,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
Westville Chelsea,1134,4,2,newamerican,New York,NY,10011,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
Benemon,588,4.5,2,japanese,New York,NY,10003,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
Noodle Village,1158,4,1,chinese,New York,NY,10013,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
Westville East,1062,4,2,tradamerican,New York,NY,10009,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
Lillie's Victorian Establishment,1463,4,2,bars,New York,NY,10019,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
Xe May Sandwich Shop,633,4.5,1,sandwiches,New York,NY,10009,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
Soba-ya,1473,4,2,japanese,New York,NY,10003,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0
Fishmarket Restaurant,560,4.5,2,seafood,New York,NY,10038,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0
Flex Mussels,907,4,2,seafood,New York,NY,10011,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
Le Parisien,980,4,2,french,New York,NY,10016,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
5 Napkin Burger,2104,3.5,2,burgers,New York,NY,10036,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0
Butter Lane,1233,4,1,bakeries,New York,NY,10009,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Yakitori Totto,1326,4,3,japanese,New York,NY,10019,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Hometown Hotpot & BBQ,1281,4,2,hotpot,New York,NY,10013,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0
Tomiz,1197,4,1,bakeries,New York,NY,10017,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Manhatta,479,4.5,4,newamerican,New York,NY,10005,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
BondST,991,4,3,japanese,New York,NY,10012,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0
Favela Cubana,1127,4,2,cuban,New York,NY,10012,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
Ray's Candy Store,412,4.5,1,desserts,New York,NY,10009,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
The Mermaid Inn,1147,4,2,seafood,New York,NY,10024,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
Lilly's Craft and Kitchen,1079,4,2,bars,New York,NY,10036,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
The Three Monkeys,1199,4,2,sportsbars,New York,NY,10019,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
SakaMai,696,4,3,japanese,New York,NY,10002,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0
La Maison du Macaron,889,4,2,macarons,New York,NY,10011,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
Taverna Kyclades - East Village,858,4,2,greek,New York,NY,10009,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
JeJu Noodle Bar,628,4.5,2,korean,New York,NY,10014,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
Victor's Cafe,1485,4,3,cuban,New York,NY,10019,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
Beyond Sushi,526,4.5,2,vegan,New York,NY,10018,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
Maialino,1383,4,3,italian,New York,NY,10010,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
Flex Mussels,1030,4,2,seafood,New York,NY,10028,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
Whistle & Fizz,219,5,1,coffee,New York,NY,10003,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Hillstone Restaurant,973,4,3,newamerican,New York,NY,10010,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
Red Rooster Harlem,3327,3.5,3,tradamerican,New York,NY,10027,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
The Smith,1053,4,2,newamerican,New York,NY,10010,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
Mughlai Grill,391,4.5,2,indpak,New York,NY,10002,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
The Original Buddha Bodai Kosher Vegetarian Restaurant,1054,4,2,chinese,New York,NY,10013,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
John's of Times Square,2158,3.5,2,pizza,New York,NY,10036,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Trademark Taste + Grind,648,4.5,2,venues,New York,NY,10018,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
Penelope,2192,3.5,2,tradamerican,New York,NY,10016,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0
Kopitiam,699,4,2,malaysian,New York,NY,10002,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0
NY Dosas,474,4.5,1,indpak,New York,NY,10014,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
PRINT,888,4,3,newamerican,New York,NY,10036,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
The Boil,821,4,2,cajun,New York,NY,10003,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
Nom Wah Tea Parlor,2066,3.5,2,dimsum,New York,NY,10013,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Little Branch,1038,4,3,lounges,New York,NY,10014,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Supper,1332,4,2,italian,New York,NY,10009,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0
Carbone,1174,4,4,italian,New York,NY,10012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Da Gennaro,1045,4,2,italian,New York,NY,10013,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1
Top Thai 55 - Carmine,414,4.5,2,thai,New York,NY,10014,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
4 Charles Prime Rib,282,5,3,steak,New York,NY,10014,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Kang Ho Dong Baekjeong,1312,4,3,korean,New York,NY,10016,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0
Hillstone Restaurant,1121,4,3,jazzandblues,New York,NY,10022,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
TAO Uptown,2619,3.5,3,asianfusion,New York,NY,10022,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Omar's Mediterranean East Midtown,620,4.5,2,mideastern,New York,NY,10022,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
Oiji,536,4.5,3,korean,New York,NY,10003,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
Flip Sigi,794,4,2,filipino,New York,NY,10014,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
Han Dynasty,1265,4,2,szechuan,New York,NY,10003,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0
Lady M Cake Boutique,1076,4,3,bakeries,New York,NY,10075,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
La Colombe Coffee,677,4.5,2,coffee,New York,NY,10012,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
La Esquina - SoHo,2045,3.5,2,latin,New York,NY,10012,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
Gyu-Kaku Japanese BBQ,1245,4,2,japanese,New York,NY,10036,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Upland,1045,4,3,newamerican,New York,NY,10010,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Spicy Moon East Village,385,4.5,2,szechuan,New York,NY,10003,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0
S'MAC,2219,3.5,2,tradamerican,New York,NY,10003,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0
Porto Rico Importing Company,463,4.5,1,coffee,New York,NY,10012,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
Basta Pasta,1448,4,2,italian,New York,NY,10011,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
Gyu-Kaku Japanese BBQ,1203,4,3,japanese,New York,NY,10022,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
Joe's Pizza,926,4,1,pizza,New York,NY,10003,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Tomoe Sushi,986,4,3,sushi,New York,NY,10012,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Red Poke,566,4.5,2,poke,New York,NY,10036,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
The Donut Pub,975,4,2,bakeries,New York,NY,10011,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
Royal Grill Halal Food,370,5,1,halal,New York,NY,10018,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
The Smith,1769,4,2,newamerican,New York,NY,10023,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
Apotheke,1452,4,3,lounges,New York,NY,10013,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Da Andrea,831,4,2,tuscan,New York,NY,10011,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
EN Japanese Brasserie,1260,4,3,japanese,New York,NY,10014,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Ocean Prime,618,4.5,3,seafood,New York,NY,10019,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
Amorino Gelato,727,4.5,2,gelato,New York,NY,10036,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
Manousheh Bleecker,461,4.5,1,lebanese,New York,NY,10012,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
Burger Joint,2305,3.5,2,tradamerican,New York,NY,10019,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
Cornerstone Cafe,1122,4,2,italian,New York,NY,10009,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0
Chef's Table at Brooklyn Fare,544,4.5,4,japanese,New York,NY,10018,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Saigon Vietnamese Sandwich Deli,641,4,1,sandwiches,New York,NY,10013,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
Frying Pan,1525,4,2,bars,New York,NY,10001,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
Magnolia Bakery Rockefeller Center,2561,3.5,2,desserts,New York,NY,10020,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Ñaño Ecuadorian Kitchen,565,4.5,2,latin,New York,NY,10036,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
2nd Ave Deli,1239,4,2,kosher,New York,NY,10016,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
Citizens of Chelsea,763,4,2,coffee,New York,NY,10001,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
Divya's Kitchen,399,4.5,2,vegan,New York,NY,10003,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0
Somtum Der,760,4,2,thai,New York,NY,10009,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
Ootoya Times Square,947,4,2,sushi,New York,NY,10036,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Mom's Kitchen & Bar,823,4.5,2,comfortfood,New York,NY,10019,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
Heidi's House By The Side Of The Road,628,4.5,2,wine_bars,New York,NY,10075,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
SUGARFISH by sushi nozawa,863,4,3,sushi,New York,NY,10003,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
Amy's Bread,1137,4,1,bakeries,New York,NY,10036,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
La Pulperia Hell's Kitchen,783,4,3,latin,New York,NY,10036,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
K Rico Steakhouse,637,4.5,3,bars,New York,NY,10019,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
Don Angie,388,4.5,3,italian,New York,NY,10014,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
Judge Roy Bean Public House,756,4.5,2,pubs,New York,NY,10019,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
Tuome,534,4.5,3,newamerican,New York,NY,10009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Mei Lai Wah Bakery,1118,4,1,bakeries,New York,NY,10013,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tofu Tofu,367,4.5,2,korean,New York,NY,10013,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
Blind Tiger Ale House,889,4,2,tradamerican,New York,NY,10014,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0
Market Table,795,4,3,newamerican,New York,NY,10014,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Scott's Pizza Tours,321,5,2,pizza,New York,NY,10001,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Cho Dang Gol Korean Restaurant,1150,4,2,korean,New York,NY,10001,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0
Nobu Fifty Seven,1236,4,4,sushi,New York,NY,10019,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
Jeepney,1138,4,2,filipino,New York,NY,10003,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
Sunny and Annie's,503,4.5,1,sandwiches,New York,NY,10003,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
Boka,1544,3.5,2,korean,New York,NY,10003,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
PizzArte,1120,4,2,pizza,New York,NY,10019,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
Mamasita Bar & Grill,1196,4,2,mexican,New York,NY,10019,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
Yakitori Taisho,1582,3.5,2,japanese,New York,NY,10003,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Wondee Siam,1040,4,2,thai,New York,NY,10019,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
Nino's 46,1246,4,2,italian,New York,NY,10036,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0
Mikey Likes It Ice Cream,513,4.5,1,icecream,New York,NY,10009,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
